sample_id	read_count	gc_content	seq_score	read_length	map_score
barcode01	read	occurence
Mapped	3807
No mapped	402
total	4209	GC_content,mapped,occurence
464,1,2
465,0,2
466,0,1
466,1,2
467,0,1
468,1,2
469,0,2
469,1,2
470,1,1
471,0,1
471,1,3
472,1,1
473,0,2
473,1,2
474,0,1
474,1,2
475,1,8
476,1,5
477,1,2
478,0,1
478,1,8
479,1,6
480,1,6
481,0,1
481,1,6
482,1,4
483,1,2
484,0,1
484,1,1
485,0,1
485,1,5
487,0,1
487,1,1
488,0,2
488,1,3
489,1,1
490,1,2
491,0,1
492,1,3
493,0,1
494,0,1
494,1,1
495,0,1
495,1,1
496,1,1
497,1,3
498,1,2
499,1,1
500,0,1
500,1,4
501,1,1
502,1,2
503,1,3
504,1,2
505,1,2
506,1,5
507,0,1
507,1,8
508,0,1
508,1,7
509,1,4
510,1,4
511,1,2
512,0,1
512,1,1
513,1,3
514,1,4
515,1,2
516,1,1
518,0,1
518,1,1
519,1,1
520,1,1
522,0,1
522,1,2
523,1,1
524,0,1
524,1,1
525,0,1
525,1,1
527,0,1
527,1,2
528,1,5
529,1,3
530,1,5
531,0,1
531,1,1
532,1,2
533,1,3
534,0,1
534,1,4
535,1,1
536,1,4
537,1,2
538,0,1
538,1,4
540,0,1
540,1,1
541,1,1
542,1,2
543,0,1
545,1,1
546,1,2
548,1,1
549,0,2
549,1,2
550,1,4
552,1,1
554,1,1
555,1,2
556,1,3
558,1,4
559,0,1
559,1,3
560,1,4
561,0,1
561,1,3
562,1,4
563,0,1
563,1,5
564,0,1
564,1,4
565,1,5
566,1,2
567,1,1
568,0,1
568,1,3
569,0,2
569,1,4
570,1,3
571,1,1
572,0,1
573,0,1
573,1,3
575,1,3
576,1,2
577,1,2
578,1,3
579,1,2
580,1,1
581,1,2
582,1,1
584,1,3
585,1,4
586,1,1
587,1,2
588,1,1
589,0,1
589,1,8
590,1,1
591,0,1
591,1,5
592,1,1
594,0,1
594,1,2
595,0,2
595,1,3
596,1,2
597,1,1
598,1,1
599,1,4
600,0,1
601,1,2
602,1,2
603,1,1
604,1,1
605,0,1
605,1,2
606,1,1
608,0,1
608,1,1
609,0,1
610,0,2
611,1,2
612,1,3
614,0,1
614,1,2
616,1,2
617,1,4
619,1,1
620,1,1
621,1,2
625,1,1
627,1,2
628,1,1
629,1,1
630,0,1
632,1,1
633,1,2
634,1,3
635,1,1
636,0,1
636,1,1
639,0,2
639,1,2
640,0,1
641,0,1
641,1,4
642,0,1
643,0,1
643,1,1
644,0,1
645,0,1
645,1,2
646,0,1
646,1,1
647,1,1
648,1,1
649,0,1
649,1,1
651,0,1
651,1,2
652,1,2
654,1,3
655,1,1
656,1,3
658,0,1
658,1,1
660,1,1
661,1,1
663,0,1
663,1,2
665,1,4
666,1,1
667,1,3
668,0,1
668,1,4
669,1,3
672,0,1
672,1,1
673,1,2
674,0,1
674,1,2
675,1,1
676,0,1
677,1,1
678,0,1
678,1,1
680,0,2
681,1,1
682,1,1
683,1,1
684,0,1
686,0,1
688,0,1
688,1,1
689,0,1
689,1,1
690,0,1
691,0,1
691,1,1
692,1,1
693,1,2
695,1,1
696,0,2
696,1,1
697,0,1
697,1,1
698,0,1
698,1,2
700,0,1
700,1,1
702,0,1
702,1,2
703,1,1
704,1,2
705,0,1
707,0,1
709,1,2
711,1,3
712,0,1
713,0,1
714,1,3
719,1,1
720,0,1
722,1,2
723,1,2
724,0,1
726,1,2
727,0,1
727,1,1
729,1,3
730,1,1
735,0,1
738,0,1
740,0,2
742,0,1
742,1,1
743,1,1
744,1,1
745,1,2
746,1,1
747,1,1
748,1,1
749,1,2
750,1,1
751,1,2
752,1,3
755,1,1
756,1,1
757,1,1
758,1,1
759,0,1
759,1,1
761,0,1
762,0,1
767,1,2
768,0,1
771,0,1
771,1,2
773,1,1
774,1,1
775,1,1
779,1,1
780,0,1
781,1,1
783,1,2
787,1,1
792,0,1
792,1,2
794,0,1
795,0,1
796,1,1
798,1,2
806,0,1
806,1,1
810,0,1
811,1,1
817,0,1
820,1,1
821,0,1
823,1,1
824,1,1
827,1,2
830,0,1
830,1,1
831,1,1
833,0,1
833,1,1
835,1,1
837,0,1
838,1,1
840,1,1
842,1,1
848,1,1
851,0,1
853,1,1
856,1,1
859,1,1
865,1,1
868,1,1
878,1,2
879,1,1
880,1,1
886,0,1
886,1,1
890,1,1
895,1,1
896,1,1
906,1,1
912,0,1
918,0,1
932,0,1
935,0,1
937,1,1
941,1,1
947,1,1
963,0,1
964,0,1
967,1,1
968,1,2
972,1,1
989,1,1
995,1,1
996,1,1
1008,1,1
1012,1,1
1013,1,1
1016,0,1
1017,1,1
1025,1,1
1026,1,1
1031,1,1
1033,1,1
1041,1,1
1044,1,1
1045,1,1
1048,0,1
1048,1,1
1050,1,1
1058,0,1
1072,0,1
1073,1,1
1074,1,1
1079,0,1
1083,0,1
1088,0,1
1089,0,1
1095,1,1
1103,0,1
1110,0,1
1114,1,1
1115,1,1
1119,1,1
1130,1,1
1134,1,1
1138,1,1
1143,1,1
1167,0,1
1167,1,1
1175,0,1
1189,1,1	map_score,mapped,occurence
0,0,402
1,1,32
10,1,106
11,1,1
12,1,7
13,1,22
14,1,47
15,1,59
16,1,8
17,1,2
18,1,4
19,1,7
2,1,2
20,1,12
21,1,21
22,1,1
23,1,3
24,1,4
25,1,3
26,1,12
27,1,14
28,1,5
29,1,4
3,1,12
30,1,11
31,1,19
32,1,27
33,1,387
34,1,11
35,1,17
36,1,10
37,1,4
38,1,1
39,1,3
4,1,37
40,1,3
41,1,14
42,1,5
43,1,1
44,1,1
45,1,3
46,1,7
47,1,12
48,1,18
49,1,20
5,1,41
50,1,18
51,1,7
52,1,6
53,1,13
54,1,8
55,1,7
56,1,16
57,1,8
58,1,6
6,1,3
60,1,2665
8,1,6
9,1,4
